Data Name,Data Name Link,Data Source,Data Source Link
Gender parity index for expected gross intake ratio to last grade of primary,https://data.un.org/Data.aspx?q=africa&d=GenderStat&f=inID%3a96%3bcrID%3a79,Gender Info,javascript:;
Public private partnerships investment in water and sanitation (current US$),https://data.un.org/Data.aspx?q=africa&d=WDI&f=Indicator_Code%3aIE.PPN.WATR.CD%3bCountry_Code%3aZAF,World Development Indicators,javascript:;
"Other man-made filament yarn (except single, high tenacity or textured yarn)",https://data.un.org/Data.aspx?q=africa&d=ICS&f=cmID%3a26420-0%3bcrID%3a710,Industrial Commodity Statistics Database,javascript:;
Gender parity index for net enrolment rate. Pre-primary education (ISCED 02),https://data.un.org/Data.aspx?q=africa&d=UNESCO&f=series%3aNER_0_GPI%3bref_area%3aZAF,UIS Data Centre,javascript:;
External resources for health as a percentage of total expenditure on health,https://data.un.org/Data.aspx?q=africa&d=WHO&f=MEASURE_CODE%3aWHS7_120%3bCOUNTRY_ISO_CODE%3aZAF,WHO Data,javascript:;
Private expenditure on health as a percentage of total expenditure on health,https://data.un.org/Data.aspx?q=africa&d=WHO&f=MEASURE_CODE%3aWHS7_147%3bCOUNTRY_ISO_CODE%3aZAF,WHO Data,javascript:;
Sacks and bags of paper and other packing containers of paper or paper-board,https://data.un.org/Data.aspx?q=africa&d=ICS&f=cmID%3a32150-1%3bcrID%3a710,Industrial Commodity Statistics Database,javascript:;
School life expectancy (years). Primary to tertiary education (ISCED 1 to 8),https://data.un.org/Data.aspx?q=africa&d=UNESCO&f=series%3aSLE_1T6%3bref_area%3aMDG_NAFR%2cMDG_SSA%2cZAF,UIS Data Centre,javascript:;
Number of children under 5 years of age who are stunted (modeled estimates) (million),https://data.un.org/Data.aspx?q=africa&d=FAO&f=itemCode%3a210250%3bcountryCode%3a202%2c5100%2c5101%2c5102%2c5103%2c5104%2c5105,FAOSTAT,javascript:;
Prevalence of severe food insecurity in the male adult population (percent) (annual value),https://data.un.org/Data.aspx?q=africa&d=FAO&f=itemCode%3a210400M%3bcountryCode%3a420%2c429%2c5100%2c5101%2c5102%2c5103%2c5104%2c5105%2c5308%2c5810,FAOSTAT,javascript:;
Prevalence of severe food insecurity in the male adult population (percent) (3-year average),https://data.un.org/Data.aspx?q=africa&d=FAO&f=itemCode%3a210401M%3bcountryCode%3a202%2c420%2c429%2c5100%2c5101%2c5102%2c5103%2c5104%2c5105%2c5308%2c5810,FAOSTAT,javascript:;
Occupants of housing units by type of housing unit and urban/rural residence,https://data.un.org/Data.aspx?q=africa&d=POP&f=tableCode%3a311%3bcountryCode%3a710,Demographic Statistics Database,javascript:;
Expenditure on primary education as % of government expenditure on education,https://data.un.org/Data.aspx?q=africa&d=UNESCO&f=series%3aXLEVEL_1_FSGOV%3bref_area%3aZAF,UIS Data Centre,javascript:;
"External debt stocks, public and publicly guaranteed (PPG) (DOD, current US$)",https://data.un.org/Data.aspx?q=africa&d=WDI&f=Indicator_Code%3aDT.DOD.DPPG.CD%3bCountry_Code%3aMNA%2cSSA%2cZAF,World Development Indicators,javascript:;
Dracunculiasis certification status of countries at the beginning of the year,https://data.un.org/Data.aspx?q=africa&d=WHO&f=MEASURE_CODE%3aNTD_2%3bCOUNTRY_ISO_CODE%3aZAF,WHO Data,javascript:;
Gross Value Added by Kind of Economic Activity at current prices - US dollars,https://data.un.org/Data.aspx?q=africa&d=SNAAMA&f=grID%3a201%3bcurrID%3aUSD%3bpcFlag%3a0%3bcrID%3a710,National Accounts Estimates of Main Aggregates,javascript:;
Deaths due to tuberculosis among HIV-negative people (per 100 000 population),https://data.un.org/Data.aspx?q=africa&d=WHO&f=MEASURE_CODE%3aMDG_0000000017%3bCOUNTRY_ISO_CODE%3aZAF,WHO Data,javascript:;
Business extent of disclosure index (0=less disclosure to 10=more disclosure),https://data.un.org/Data.aspx?q=africa&d=WDI&f=Indicator_Code%3aIC.BUS.DISC.XQ%3bCountry_Code%3aAFE%2cAFW%2cMEA%2cMNA%2cSSA%2cSSF%2cTMN%2cTSS%2cZAF,World Development Indicators,javascript:;
"Trade of goods, US$, HS, 68 Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",https://data.un.org/Data.aspx?q=africa&d=ComTrade&f=_l1Code%3a69%3brtCode%3a710,Commodity Trade Statistics Database,javascript:;
"Trade of goods, US$, HS, 84 Machinery and mechanical appliances, boilers, nuclear reactors; parts thereof",https://data.un.org/Data.aspx?q=africa&d=ComTrade&f=_l1Code%3a84%3brtCode%3a710,Commodity Trade Statistics Database,javascript:;
Students in tertiary education enrolled in Agriculture programmes. Both sexes,https://data.un.org/Data.aspx?q=africa&d=UNESCO&f=series%3aE_56_F600%3bref_area%3aZAF,UIS Data Centre,javascript:;
Periodicity and timeliness assessment of statistical capacity (scale 0 - 100),https://data.un.org/Data.aspx?q=africa&d=WDI&f=Indicator_Code%3aIQ.SCI.PRDC%3bCountry_Code%3aAFE%2cAFW%2cMNA%2cSSA%2cTMN%2cTSS%2cZAF,World Development Indicators,javascript:;
Gender parity index for gross enrolment ratio. Primary to tertiary education.,https://data.un.org/Data.aspx?q=africa&d=UNESCO&f=series%3aGER_1T6_GPI%3bref_area%3aMDG_NAFR%2cMDG_SSA%2cZAF,UIS Data Centre,javascript:;
School life expectancy (years). Primary to secondary education (ISCED 1 to 3),https://data.un.org/Data.aspx?q=africa&d=UNESCO&f=series%3aSLE_123%3bref_area%3aMDG_NAFR%2cMDG_SSA%2cZAF,UIS Data Centre,javascript:;
Prevalence of severe food insecurity in the rural adult population (percent) (annual value),https://data.un.org/Data.aspx?q=africa&d=FAO&f=itemCode%3a210400R%3bcountryCode%3a420%2c429%2c5100%2c5101%2c5102%2c5103%2c5104%2c5105%2c5308%2c5810,FAOSTAT,javascript:;
Prevalence of severe food insecurity in the urban adult population (percent) (annual value),https://data.un.org/Data.aspx?q=africa&d=FAO&f=itemCode%3a210400U%3bcountryCode%3a420%2c429%2c5100%2c5101%2c5102%2c5103%2c5104%2c5105%2c5308%2c5810,FAOSTAT,javascript:;
Households in housing units by type of housing unit and urban/rural residence,https://data.un.org/Data.aspx?q=africa&d=POP&f=tableCode%3a302%3bcountryCode%3a710,Demographic Statistics Database,javascript:;
Expenditure on tertiary education as % of government expenditure on education,https://data.un.org/Data.aspx?q=africa&d=UNESCO&f=series%3aXLEVEL_56_FSGOV%3bref_area%3aZAF,UIS Data Centre,javascript:;
"Electric ovens, cookers, cooking plates, boiling rings, grillers and roasters",https://data.un.org/Data.aspx?q=africa&d=ICS&f=cmID%3a44817-2%3bcrID%3a710,Industrial Commodity Statistics Database,javascript:;
Bribery incidence (% of firms experiencing at least one bribe payment request),https://data.un.org/Data.aspx?q=africa&d=WDI&f=Indicator_Code%3aIC.FRM.BRIB.ZS%3bCountry_Code%3aAFE%2cAFW%2cMEA%2cMNA%2cSSA%2cSSF%2cTMN%2cTSS%2cZAF,World Development Indicators,javascript:;
Early initiation of breastfeeding (in the five years preceding the survey) (%),https://data.un.org/Data.aspx?q=africa&d=WHO&f=MEASURE_CODE%3aebreast5%3bCOUNTRY_ISO_CODE%3aZAF,WHO Data,javascript:;
Under-five mortality rate (probability of dying by age 5 per 1000 live births),https://data.un.org/Data.aspx?q=africa&d=WHO&f=MEASURE_CODE%3au5mr%3bCOUNTRY_ISO_CODE%3aZAF,WHO Data,javascript:;
"Tertiary graduates from Engineering, Manufacturing and Construction programmes",https://data.un.org/Data.aspx?q=africa&d=UNESCO&f=series%3aG_56_F500_DCOUNT%3bref_area%3aZAF,UIS Data Centre,javascript:;
Gender parity index for gross enrolment ratio. Primary and secondary education,https://data.un.org/Data.aspx?q=africa&d=UNESCO&f=series%3aGER_123_GPI%3bref_area%3aMDG_NAFR%2cMDG_SSA%2cZAF,UIS Data Centre,javascript:;
"Women's or girls' blouses, shirts and shirts-blouses, not knitted or crocheted",https://data.un.org/Data.aspx?q=africa&d=ICS&f=cmID%3a28234-1%3bcrID%3a710,Industrial Commodity Statistics Database,javascript:;
Prevalence of severe food insecurity in the female adult population (percent) (annual value),https://data.un.org/Data.aspx?q=africa&d=FAO&f=itemCode%3a210400F%3bcountryCode%3a420%2c429%2c5100%2c5101%2c5102%2c5103%2c5104%2c5105%2c5308%2c5810,FAOSTAT,javascript:;
Expenditure on secondary education as % of government expenditure on education,https://data.un.org/Data.aspx?q=africa&d=UNESCO&f=series%3aXLEVEL_23_FSGOV%3bref_area%3aZAF,UIS Data Centre,javascript:;
Ease of doing business score (0 = lowest performance to 100 = best performance),https://data.un.org/Data.aspx?q=africa&d=WDI&f=Indicator_Code%3aIC.BUS.DFRN.XQ%3bCountry_Code%3aAFE%2cAFW%2cMEA%2cMNA%2cSSA%2cSSF%2cTMN%2cTSS%2cZAF,World Development Indicators,javascript:;
"Trade of goods, US$, HS, 63 Textiles, made up articles; sets; worn clothing and worn textile articles; rags",https://data.un.org/Data.aspx?q=africa&d=ComTrade&f=_l1Code%3a64%3brtCode%3a710,Commodity Trade Statistics Database,javascript:;
Early initiation of breastfeeding (in the three years preceding the survey) (%),https://data.un.org/Data.aspx?q=africa&d=WHO&f=MEASURE_CODE%3aebreast3%3bCOUNTRY_ISO_CODE%3aZAF,WHO Data,javascript:;
"Alcohols and their halogenated, sulphonated, nitrated or nitrosated derivatives",https://data.un.org/Data.aspx?q=africa&d=ICS&f=cmID%3a34130-1%3bcrID%3a710,Industrial Commodity Statistics Database,javascript:;
Number of children under 5 years of age who are overweight (modeled estimates) (million),https://data.un.org/Data.aspx?q=africa&d=FAO&f=itemCode%3a210410%3bcountryCode%3a202%2c5100%2c5101%2c5102%2c5103%2c5104%2c5105,FAOSTAT,javascript:;
Gender parity index for % of trained teachers. Pre-primary education (ISCED 02),https://data.un.org/Data.aspx?q=africa&d=UNESCO&f=series%3aTRTP_0_GPI%3bref_area%3aZAF,UIS Data Centre,javascript:;
Central bank/monetary authorities - liabilities included in definition of money,https://data.un.org/Data.aspx?q=africa&d=IFS&f=SeriesCode%3a14%3bCountryCode%3a199,International Financial Statistics,javascript:;
Age-standardized mortality rate by cause (per 100 000 population) - Communicable,https://data.un.org/Data.aspx?q=africa&d=WHO&f=MEASURE_CODE%3aWHS2_513%3bCOUNTRY_ISO_CODE%3aZAF,WHO Data,javascript:;
Proportion of income received by the 40 percent of households with lowest income,https://data.un.org/Data.aspx?q=africa&d=SOWC&f=inID%3a110%3bcrID%3a483%2c484%2c485%2c494%2c535,The State of the World’s Children,javascript:;
CPIA public sector management and institutions cluster average (1=low to 6=high),https://data.un.org/Data.aspx?q=africa&d=WDI&f=Indicator_Code%3aIQ.CPA.PUBS.XQ%3bCountry_Code%3aAFE%2cAFW%2cMEA%2cMNA%2cSSA%2cSSF%2cTMN%2cTSS,World Development Indicators,javascript:;
Proportion of under-five children with suspected pneumonia receiving antibiotics,https://data.un.org/Data.aspx?q=africa&d=SOWC&f=inID%3a148%3bcrID%3a483%2c484%2c535,The State of the World’s Children,javascript:;
"Men's or boys' underwear, pyjamas and similar articles, not knitted or crocheted",https://data.un.org/Data.aspx?q=africa&d=ICS&f=cmID%3a28232-2%3bcrID%3a710,Industrial Commodity Statistics Database,javascript:;
"Other leather, without hair on (including sheep, lamb, goat or kid skin leather)",https://data.un.org/Data.aspx?q=africa&d=ICS&f=cmID%3a29130-2%3bcrID%3a710,Industrial Commodity Statistics Database,javascript:;
"Gross domestic expenditure on research and development (GERD), in local currency",https://data.un.org/Data.aspx?q=africa&d=UNESCO&f=series%3aST_20600%3bref_area%3aZAF,UIS Data Centre,javascript:;
Organic surface active agents (except soap); detergents and washing preparations,https://data.un.org/Data.aspx?q=africa&d=ICS&f=cmID%3a35300-1%3bcrID%3a710,Industrial Commodity Statistics Database,javascript:;
"New pneumatic tyres, of rubber, for agricultural and other off-the-road vehicles",https://data.un.org/Data.aspx?q=africa&d=ICS&f=cmID%3a36113-2%3bcrID%3a710,Industrial Commodity Statistics Database,javascript:;
Proportion of income received by the 20 percent of households with highest income,https://data.un.org/Data.aspx?q=africa&d=SOWC&f=inID%3a109%3bcrID%3a483%2c484%2c485%2c494%2c535,The State of the World’s Children,javascript:;
"Ceramic flags and paving, hearth or wall tiles; ceramic mosaic cubes and the like",https://data.un.org/Data.aspx?q=africa&d=ICS&f=cmID%3a37370-0%3bcrID%3a710,Industrial Commodity Statistics Database,javascript:;
"Women's share of tertiary enrolment in engineering, manufacturing and construction",https://data.un.org/Data.aspx?q=africa&d=GenderStat&f=inID%3a81%3bcrID%3a79,Gender Info,javascript:;
"Percentage of tertiary graduates from Social Sciences, Business and Law programmes",https://data.un.org/Data.aspx?q=africa&d=UNESCO&f=series%3aFOSGP_56_F300%3bref_area%3aZAF,UIS Data Centre,javascript:;
"Households and NPISHs Final consumption expenditure, PPP (current international $)",https://data.un.org/Data.aspx?q=africa&d=WDI&f=Indicator_Code%3aNE.CON.PRVT.PP.CD%3bCountry_Code%3aAFE%2cAFW%2cMEA%2cMNA%2cSSA%2cSSF%2cTMN%2cTSS%2cZAF,World Development Indicators,javascript:;
Gross domestic expenditure on research and development (GERD) in '000 current PPP$,https://data.un.org/Data.aspx?q=africa&d=UNESCO&f=series%3aST_SCGERDPPP%3bref_area%3aZAF,UIS Data Centre,javascript:;
"Population 5 to 24 years of age by school attendance, sex and urban/rural residence",https://data.un.org/Data.aspx?q=africa&d=POP&f=tableCode%3a29%3bcountryCode%3a710,Demographic Statistics Database,javascript:;
Age-standardized mortality rate by cause (per 100 000 population) - Noncommunicable,https://data.un.org/Data.aspx?q=africa&d=WHO&f=MEASURE_CODE%3aWHS2_163%3bCOUNTRY_ISO_CODE%3aZAF,WHO Data,javascript:;
Financial corporations survey/banking survey - capital and unclassified liabilities,https://data.un.org/Data.aspx?q=africa&d=IFS&f=SeriesCode%3a57%3bCountryCode%3a199,International Financial Statistics,javascript:;
Proportion of under-five children with suspected pneumonia taken to health provider,https://data.un.org/Data.aspx?q=africa&d=SOWC&f=inID%3a143%3bcrID%3a483%2c484%2c494%2c535,The State of the World’s Children,javascript:;
"Women's or girls' underwear, pyjamas and similar articles, not knitted or crocheted",https://data.un.org/Data.aspx?q=africa&d=ICS&f=cmID%3a28234-2%3bcrID%3a710,Industrial Commodity Statistics Database,javascript:;
"Survey mean consumption or income per capita, total population (2017 PPP $ per day)",https://data.un.org/Data.aspx?q=africa&d=WDI&f=Indicator_Code%3aSI.SPR.PCAP%3bCountry_Code%3aZAF,World Development Indicators,javascript:;
Prevalence of moderate or severe food insecurity in the total population (percent) (annual value),https://data.un.org/Data.aspx?q=africa&d=FAO&f=itemCode%3a210090%3bcountryCode%3a420%2c429%2c5100%2c5101%2c5102%2c5103%2c5104%2c5105%2c5308%2c5810,FAOSTAT,javascript:;
Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average),https://data.un.org/Data.aspx?q=africa&d=FAO&f=itemCode%3a210091%3bcountryCode%3a202%2c420%2c429%2c5100%2c5101%2c5102%2c5103%2c5104%2c5105%2c5308%2c5810,FAOSTAT,javascript:;
Households by broad types of living quarters/number of roofless for selected cities,https://data.un.org/Data.aspx?q=africa&d=POP&f=tableCode%3a301%3bcountryCode%3a710,Demographic Statistics Database,javascript:;
"Reported number of people receiving antiretroviral therapy, month and year of report",https://data.un.org/Data.aspx?q=africa&d=WHO&f=MEASURE_CODE%3aHIV_0000000010%3bCOUNTRY_ISO_CODE%3aZAF,WHO Data,javascript:;
Gross Value Added by Kind of Economic Activity at current prices - National currency,https://data.un.org/Data.aspx?q=africa&d=SNAAMA&f=grID%3a201%3bcurrID%3aNCU%3bpcFlag%3a0%3bcrID%3a710,National Accounts Estimates of Main Aggregates,javascript:;
"Trade of goods, US$, HS, 14 Vegetable plaiting materials; vegetable products not elsewhere specified or included",https://data.un.org/Data.aspx?q=africa&d=ComTrade&f=_l1Code%3a15%3brtCode%3a710,Commodity Trade Statistics Database,javascript:;
Other financial corporations/other banking/nonbank financial institutions - reserves,https://data.un.org/Data.aspx?q=africa&d=IFS&f=SeriesCode%3a40%3bCountryCode%3a199,International Financial Statistics,javascript:;
Students in tertiary education enrolled in Health and Welfare programmes. Both sexes,https://data.un.org/Data.aspx?q=africa&d=UNESCO&f=series%3aE_56_F700%3bref_area%3aZAF,UIS Data Centre,javascript:;
Proportion of women 20-24 year-olds who were first married or in union before age 15,https://data.un.org/Data.aspx?q=africa&d=SOWC&f=inID%3a230%3bcrID%3a483%2c484%2c485%2c494%2c535,The State of the World’s Children,javascript:;
Proportion of women 20-24 year-olds who were first married or in union before age 18,https://data.un.org/Data.aspx?q=africa&d=SOWC&f=inID%3a231%3bcrID%3a483%2c484%2c485%2c494%2c535,The State of the World’s Children,javascript:;
"Synthetic filament yarn (except sewing thread and multiple or cabled yarn), n.p.r.s.",https://data.un.org/Data.aspx?q=africa&d=ICS&f=cmID%3a35520-0%3bcrID%3a710,Industrial Commodity Statistics Database,javascript:;
Gross Value Added by Kind of Economic Activity at constant (2015) prices - US dollars,https://data.un.org/Data.aspx?q=africa&d=SNAAMA&f=grID%3a202%3bcurrID%3aUSD%3bpcFlag%3a0%3bcrID%3a710,National Accounts Estimates of Main Aggregates,javascript:;
Depository corporations survey/monetary survey - capital and unclassified liabilities,https://data.un.org/Data.aspx?q=africa&d=IFS&f=SeriesCode%3a37%3bCountryCode%3a199,International Financial Statistics,javascript:;
"Trade of goods, US$, HS, 46 Manufactures of straw, esparto or other plaiting materials; basketware and wickerwork",https://data.un.org/Data.aspx?q=africa&d=ComTrade&f=_l1Code%3a47%3brtCode%3a710,Commodity Trade Statistics Database,javascript:;
Students in tertiary education enrolled in Humanities and Arts programmes. Both sexes,https://data.un.org/Data.aspx?q=africa&d=UNESCO&f=series%3aE_56_F200%3bref_area%3aZAF,UIS Data Centre,javascript:;
Number of visits or required meetings with tax officials (average for affected firms),https://data.un.org/Data.aspx?q=africa&d=WDI&f=Indicator_Code%3aIC.TAX.METG%3bCountry_Code%3aAFE%2cAFW%2cMEA%2cMNA%2cSSA%2cSSF%2cTMN%2cTSS%2cZAF,World Development Indicators,javascript:;
"Men's or boys' shirts, underpants, pyjamas and similar articles, knitted or crocheted",https://data.un.org/Data.aspx?q=africa&d=ICS&f=cmID%3a28222-0%3bcrID%3a710,Industrial Commodity Statistics Database,javascript:;
"Men's or boys' suits, coats, jackets, trousers and the like, not knitted or crocheted",https://data.un.org/Data.aspx?q=africa&d=ICS&f=cmID%3a28231-0%3bcrID%3a710,Industrial Commodity Statistics Database,javascript:;
"Share of dietary energy supply derived from cereals, roots and tubers (kcal/cap/day) (3-year average)",https://data.un.org/Data.aspx?q=africa&d=FAO&f=itemCode%3a21012%3bcountryCode%3a202%2c420%2c429%2c5100%2c5101%2c5102%2c5103%2c5104%2c5105%2c5308%2c5810,FAOSTAT,javascript:;
"Gross domestic expenditure on research and development (GERD), as a percentage of GDP",https://data.un.org/Data.aspx?q=africa&d=UNESCO&f=series%3aST_SCGERDGDP%3bref_area%3aZAF,UIS Data Centre,javascript:;
Occupied housing units by type of housing unit and type of toilet for selected cities,https://data.un.org/Data.aspx?q=africa&d=POP&f=tableCode%3a287%3bcountryCode%3a710,Demographic Statistics Database,javascript:;
"Doors, windows and their frames and thresholds for doors, of iron, steel or aluminium",https://data.un.org/Data.aspx?q=africa&d=ICS&f=cmID%3a42120-0%3bcrID%3a710,Industrial Commodity Statistics Database,javascript:;
"Age-standardized mortality rate by cause (ages 30-70, per 100 000 population) - Cancer",https://data.un.org/Data.aspx?q=africa&d=WHO&f=MEASURE_CODE%3aWHS2_3070_cancer%3bCOUNTRY_ISO_CODE%3aZAF,WHO Data,javascript:;
"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",https://data.un.org/Data.aspx?q=africa&d=WDI&f=Indicator_Code%3aDT.TDS.DPPG.CD%3bCountry_Code%3aMNA%2cSSA%2cZAF,World Development Indicators,javascript:;
"Enrolment in tertiary education (ISCED 5, 6, 7 and 8) . Public and private. Both sexes",https://data.un.org/Data.aspx?q=africa&d=UNESCO&f=series%3aE_56%3bref_area%3aMDG_NAFR%2cMDG_SSA%2cZAF,UIS Data Centre,javascript:;
CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),https://data.un.org/Data.aspx?q=africa&d=WDI&f=Indicator_Code%3aIQ.CPA.ENVR.XQ%3bCountry_Code%3aAFE%2cAFW%2cMEA%2cMNA%2cSSA%2cSSF%2cTMN%2cTSS,World Development Indicators,javascript:;
Logistics performance index: Efficiency of customs clearance process (1=low to 5=high),https://data.un.org/Data.aspx?q=africa&d=WDI&f=Indicator_Code%3aLP.LPI.CUST.XQ%3bCountry_Code%3aAFE%2cAFW%2cMEA%2cMNA%2cSSA%2cSSF%2cTMN%2cTSS%2cZAF,World Development Indicators,javascript:;
Logistics performance index: Ability to track and trace consignments (1=low to 5=high),https://data.un.org/Data.aspx?q=africa&d=WDI&f=Indicator_Code%3aLP.LPI.TRAC.XQ%3bCountry_Code%3aAFE%2cAFW%2cMEA%2cMNA%2cSSA%2cSSF%2cTMN%2cTSS%2cZAF,World Development Indicators,javascript:;
"Wood, coniferous: sawn or chipped lengthwise and thicker than 6mm; continuously shaped",https://data.un.org/Data.aspx?q=africa&d=ICS&f=cmID%3a31000-2%3bcrID%3a710,Industrial Commodity Statistics Database,javascript:;
"Gender parity index (GPI) for school life expectancy, pre-primary education (ISCED 02)",https://data.un.org/Data.aspx?q=africa&d=UNESCO&f=series%3aSLE_0_GPI%3bref_area%3aMDG_NAFR%2cMDG_SSA%2cZAF,UIS Data Centre,javascript:;
Occupied housing units by type of housing unit and number of rooms for selected cities,https://data.un.org/Data.aspx?q=africa&d=POP&f=tableCode%3a281%3bcountryCode%3a710,Demographic Statistics Database,javascript:;
Percentage of students in tertiary education enrolled in Science programmes. Both sexes,https://data.un.org/Data.aspx?q=africa&d=UNESCO&f=series%3aFOSEP_56_F400%3bref_area%3aZAF,UIS Data Centre,javascript:;
Proportion of 1 year-old children fully immunised against Haemophilus influenzae type B,https://data.un.org/Data.aspx?q=africa&d=SOWC&f=inID%3a138%3bcrID%3a483%2c484%2c485%2c494%2c535,The State of the World’s Children,javascript:;
General government expenditure on health as a percentage of total expenditure on health,https://data.un.org/Data.aspx?q=africa&d=WHO&f=MEASURE_CODE%3aWHS7_149%3bCOUNTRY_ISO_CODE%3aZAF,WHO Data,javascript:;
Adult mortality rate (probability of dying between 15 and 60 years per 1000 population),https://data.un.org/Data.aspx?q=africa&d=WHO&f=MEASURE_CODE%3aWHOSIS_000004%3bCOUNTRY_ISO_CODE%3aZAF,WHO Data,javascript:;
"Gender parity index (GPI) for school life expectancy, Tertiary education (ISCED 5 to 8)",https://data.un.org/Data.aspx?q=africa&d=UNESCO&f=series%3aSLE_56_GPI%3bref_area%3aZAF,UIS Data Centre,javascript:;
"Occupied housing units by type of housing unit, type of toilet and urban/rural location",https://data.un.org/Data.aspx?q=africa&d=POP&f=tableCode%3a286%3bcountryCode%3a710,Demographic Statistics Database,javascript:;
Occupied housing units by type of housing unit and type of lighting for selected cities,https://data.un.org/Data.aspx?q=africa&d=POP&f=tableCode%3a295%3bcountryCode%3a710,Demographic Statistics Database,javascript:;
Households by broad types of living quarters/number of roofless by urban/rural location,https://data.un.org/Data.aspx?q=africa&d=POP&f=tableCode%3a300%3bcountryCode%3a710,Demographic Statistics Database,javascript:;
"Gender parity index for transition rate, primary to lower secondary, general programmes",https://data.un.org/Data.aspx?q=africa&d=UNESCO&f=series%3aTRANR_23_GPV_GPI%3bref_area%3aZAF,UIS Data Centre,javascript:;
Teachers salaries as % of current educational expenditure; Primary; public institutions,https://data.un.org/Data.aspx?q=africa&d=UNESCO&f=series%3aXNATURCP_1_FDPUB_FNTS%3bref_area%3aZAF,UIS Data Centre,javascript:;
"Tiles, flagstones, bricks and similar articles, of cement, concrete or artificial stone",https://data.un.org/Data.aspx?q=africa&d=ICS&f=cmID%3a37540-0%3bcrID%3a710,Industrial Commodity Statistics Database,javascript:;
Other depository corporations/deposit money banks - capital and unclassified liabilities,https://data.un.org/Data.aspx?q=africa&d=IFS&f=SeriesCode%3a27%3bCountryCode%3a199,International Financial Statistics,javascript:;
Infants born to HIV+ women receiving a virological test for HIV within 2 months of birth,https://data.un.org/Data.aspx?q=africa&d=UNAIDS&f=inID%3a41%3bcrID%3a204,UNAIDS Data,javascript:;
Births attended by skilled health personnel (in the five years preceding the survey) (%),https://data.un.org/Data.aspx?q=africa&d=WHO&f=MEASURE_CODE%3asba5%3bCOUNTRY_ISO_CODE%3aZAF,WHO Data,javascript:;
"Trade of goods, US$, HS, 87 Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",https://data.un.org/Data.aspx?q=africa&d=ComTrade&f=_l1Code%3a87%3brtCode%3a710,Commodity Trade Statistics Database,javascript:;
"Educational attainment: completed tertiary (ISCED 5 or higher), population 25+ years (%)",https://data.un.org/Data.aspx?q=africa&d=UNESCO&f=series%3aEA_5t8_Ag25t99%3bref_area%3aZAF,UIS Data Centre,javascript:;
Percentage of students in tertiary education enrolled in Services programmes. Both sexes,https://data.un.org/Data.aspx?q=africa&d=UNESCO&f=series%3aFOSEP_56_F800%3bref_area%3aZAF,UIS Data Centre,javascript:;
"Households and NPISHs Final consumption expenditure, PPP (constant 2017 international $)",https://data.un.org/Data.aspx?q=africa&d=WDI&f=Indicator_Code%3aNE.CON.PRVT.PP.KD%3bCountry_Code%3aAFE%2cAFW%2cMEA%2cMNA%2cSSA%2cSSF%2cTMN%2cTSS%2cZAF,World Development Indicators,javascript:;
General government expenditure on health as a percentage of total government expenditure,https://data.un.org/Data.aspx?q=africa&d=WHO&f=MEASURE_CODE%3aWHS7_113%3bCOUNTRY_ISO_CODE%3aZAF,WHO Data,javascript:;
Raised fasting blood glucose (>= 7.0 mmol/L or on medication)(age-standardized estimate),https://data.un.org/Data.aspx?q=africa&d=WHO&f=MEASURE_CODE%3aNCD_GLUC_04%3bCOUNTRY_ISO_CODE%3aZAF,WHO Data,javascript:;
Prevalence of moderate or severe food insecurity in the male adult population (percent) (annual value),https://data.un.org/Data.aspx?q=africa&d=FAO&f=itemCode%3a210090M%3bcountryCode%3a420%2c429%2c5100%2c5101%2c5102%2c5103%2c5104%2c5105%2c5308%2c5810,FAOSTAT,javascript:;
Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average),https://data.un.org/Data.aspx?q=africa&d=FAO&f=itemCode%3a210091M%3bcountryCode%3a202%2c420%2c429%2c5100%2c5101%2c5102%2c5103%2c5104%2c5105%2c5308%2c5810,FAOSTAT,javascript:;
"Occupied housing units by type of housing unit, number of rooms and urban/rural location",https://data.un.org/Data.aspx?q=africa&d=POP&f=tableCode%3a280%3bcountryCode%3a710,Demographic Statistics Database,javascript:;
Antenatal care coverage - at least one visit (in the five years preceding the survey) (%),https://data.un.org/Data.aspx?q=africa&d=WHO&f=MEASURE_CODE%3aanc15%3bCOUNTRY_ISO_CODE%3aZAF,WHO Data,javascript:;
Infant mortality rate (probability of dying between birth and age 1 per 1000 live births),https://data.un.org/Data.aspx?q=africa&d=WHO&f=MEASURE_CODE%3aimr%3bCOUNTRY_ISO_CODE%3aZAF,WHO Data,javascript:;
"Trade of goods, US$, HS, 82 Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",https://data.un.org/Data.aspx?q=africa&d=ComTrade&f=_l1Code%3a82%3brtCode%3a710,Commodity Trade Statistics Database,javascript:;
Births attended by skilled health personnel (in the three years preceding the survey) (%),https://data.un.org/Data.aspx?q=africa&d=WHO&f=MEASURE_CODE%3asba3%3bCOUNTRY_ISO_CODE%3aZAF,WHO Data,javascript:;
