data_name,data_link,source,domain
"Percent distribution of women age 15 to 49 that have undergone female genital mutilation, by a nurse/midwife",https://pdp.unfpa.org/?data_id=dataSource_8-3%3A6%2B7%2B8%2CdataSource_8-2%3A7%2B6%2B1%2B4%2B5%2B2%2B3%2B8%2B32%2B31%2B26%2B28%2CdataSource_8-0%3A386&page=Indicator-Overview,DHS  ,Female genital mutilation 
"Percent distribution of women age 15 to 49 that have undergone female genital mutilation, by a traditional agent",https://pdp.unfpa.org/?data_id=dataSource_8-3%3A6%2B7%2B8%2CdataSource_8-2%3A7%2B6%2B1%2B4%2B5%2B2%2B3%2B8%2B32%2B31%2B26%2B28%2CdataSource_8-0%3A386&page=Indicator-Overview,DHS  ,Female genital mutilation 
"Percent distribution of women age 15 to 49 that have undergone female genital mutilation, by a traditional birth attendant",https://pdp.unfpa.org/?data_id=dataSource_8-3%3A6%2B7%2B8%2CdataSource_8-2%3A7%2B6%2B1%2B4%2B5%2B2%2B3%2B8%2B32%2B31%2B26%2B28%2CdataSource_8-0%3A386&page=Indicator-Overview,DHS  ,Female genital mutilation 
"Percent distribution of women age 15 to 49 that have undergone female genital mutilation, by a traditional circumciser",https://pdp.unfpa.org/?data_id=dataSource_8-3%3A6%2B7%2B8%2CdataSource_8-2%3A7%2B6%2B1%2B4%2B5%2B2%2B3%2B8%2B32%2B31%2B26%2B28%2CdataSource_8-0%3A386&page=Indicator-Overview,DHS  ,Female genital mutilation 
Gender Parity Index (GPI) in percentage of population ages 25+ with university completed,https://pdp.unfpa.org/?data_id=dataSource_8-3%3A6%2B7%2B8%2CdataSource_8-2%3A7%2B6%2B1%2B4%2B5%2B2%2B3%2B8%2B32%2B31%2B26%2B28%2CdataSource_8-0%3A386&page=Indicator-Overview,IPUMS  ,Gender Parity Index 
"Percent distribution of women age 15 to 49 that have undergone female genital mutilation, by other traditional agent",https://pdp.unfpa.org/?data_id=dataSource_8-3%3A6%2B7%2B8%2CdataSource_8-2%3A7%2B6%2B1%2B4%2B5%2B2%2B3%2B8%2B32%2B31%2B26%2B28%2CdataSource_8-0%3A386&page=Indicator-Overview,DHS  ,Female genital mutilation 
Population ages 0-14 (% of total population),https://pdp.unfpa.org/?data_id=dataSource_8-3%3A6%2B7%2B8%2CdataSource_8-2%3A7%2B6%2B1%2B4%2B5%2B2%2B3%2B8%2B32%2B31%2B26%2B28%2CdataSource_8-0%3A386&page=Indicator-Overview,"IPUMS, WPP  ",Age composition 
Population ages 0-17 (% of total population),https://pdp.unfpa.org/?data_id=dataSource_8-3%3A6%2B7%2B8%2CdataSource_8-2%3A7%2B6%2B1%2B4%2B5%2B2%2B3%2B8%2B32%2B31%2B26%2B28%2CdataSource_8-0%3A386&page=Indicator-Overview,"IPUMS, WPP  ",Age composition 
Population ages 0-4 (% of total population),https://pdp.unfpa.org/?data_id=dataSource_8-3%3A6%2B7%2B8%2CdataSource_8-2%3A7%2B6%2B1%2B4%2B5%2B2%2B3%2B8%2B32%2B31%2B26%2B28%2CdataSource_8-0%3A386&page=Indicator-Overview,"IPUMS, WPP  ",Age composition 
Population ages 10-14 (% of total population),https://pdp.unfpa.org/?data_id=dataSource_8-3%3A6%2B7%2B8%2CdataSource_8-2%3A7%2B6%2B1%2B4%2B5%2B2%2B3%2B8%2B32%2B31%2B26%2B28%2CdataSource_8-0%3A386&page=Indicator-Overview,IPUMS  ,Age composition 
Population ages 12-17 (% of total population),https://pdp.unfpa.org/?data_id=dataSource_8-3%3A6%2B7%2B8%2CdataSource_8-2%3A7%2B6%2B1%2B4%2B5%2B2%2B3%2B8%2B32%2B31%2B26%2B28%2CdataSource_8-0%3A386&page=Indicator-Overview,"IPUMS, WPP  ",Age composition 
Population ages 15-19 (% of total population),https://pdp.unfpa.org/?data_id=dataSource_8-3%3A6%2B7%2B8%2CdataSource_8-2%3A7%2B6%2B1%2B4%2B5%2B2%2B3%2B8%2B32%2B31%2B26%2B28%2CdataSource_8-0%3A386&page=Indicator-Overview,IPUMS  ,Age composition 
Population ages 15-24 (% of total population),https://pdp.unfpa.org/?data_id=dataSource_8-3%3A6%2B7%2B8%2CdataSource_8-2%3A7%2B6%2B1%2B4%2B5%2B2%2B3%2B8%2B32%2B31%2B26%2B28%2CdataSource_8-0%3A386&page=Indicator-Overview,"IPUMS, WPP  ",Age composition 
Population ages 15-49 (% of total population),https://pdp.unfpa.org/?data_id=dataSource_8-3%3A6%2B7%2B8%2CdataSource_8-2%3A7%2B6%2B1%2B4%2B5%2B2%2B3%2B8%2B32%2B31%2B26%2B28%2CdataSource_8-0%3A386&page=Indicator-Overview,"IPUMS, WPP  ",Age composition 
Population ages 15-64 (% of total population),https://pdp.unfpa.org/?data_id=dataSource_8-3%3A6%2B7%2B8%2CdataSource_8-2%3A7%2B6%2B1%2B4%2B5%2B2%2B3%2B8%2B32%2B31%2B26%2B28%2CdataSource_8-0%3A386&page=Indicator-Overview,"IPUMS, WPP  ",Age composition 
Population ages 18+ (% of total population),https://pdp.unfpa.org/?data_id=dataSource_8-3%3A6%2B7%2B8%2CdataSource_8-2%3A7%2B6%2B1%2B4%2B5%2B2%2B3%2B8%2B32%2B31%2B26%2B28%2CdataSource_8-0%3A386&page=Indicator-Overview,IPUMS  ,Age composition 
Population ages 50+ (% of total population),https://pdp.unfpa.org/?data_id=dataSource_8-3%3A6%2B7%2B8%2CdataSource_8-2%3A7%2B6%2B1%2B4%2B5%2B2%2B3%2B8%2B32%2B31%2B26%2B28%2CdataSource_8-0%3A386&page=Indicator-Overview,"IPUMS, WPP  ",Age composition 
Population ages 5-11 (% of total population),https://pdp.unfpa.org/?data_id=dataSource_8-3%3A6%2B7%2B8%2CdataSource_8-2%3A7%2B6%2B1%2B4%2B5%2B2%2B3%2B8%2B32%2B31%2B26%2B28%2CdataSource_8-0%3A386&page=Indicator-Overview,"IPUMS, WPP  ",Age composition 
Population ages 5-17 (% of total population),https://pdp.unfpa.org/?data_id=dataSource_8-3%3A6%2B7%2B8%2CdataSource_8-2%3A7%2B6%2B1%2B4%2B5%2B2%2B3%2B8%2B32%2B31%2B26%2B28%2CdataSource_8-0%3A386&page=Indicator-Overview,IPUMS  ,Age composition 
Population ages 5-29 (% of total population),https://pdp.unfpa.org/?data_id=dataSource_8-3%3A6%2B7%2B8%2CdataSource_8-2%3A7%2B6%2B1%2B4%2B5%2B2%2B3%2B8%2B32%2B31%2B26%2B28%2CdataSource_8-0%3A386&page=Indicator-Overview,IPUMS  ,Age composition 
Population ages 5-9 (% of total population),https://pdp.unfpa.org/?data_id=dataSource_8-3%3A6%2B7%2B8%2CdataSource_8-2%3A7%2B6%2B1%2B4%2B5%2B2%2B3%2B8%2B32%2B31%2B26%2B28%2CdataSource_8-0%3A386&page=Indicator-Overview,IPUMS  ,Age composition 
Population ages 60+ (% of total population),https://pdp.unfpa.org/?data_id=dataSource_8-3%3A6%2B7%2B8%2CdataSource_8-2%3A7%2B6%2B1%2B4%2B5%2B2%2B3%2B8%2B32%2B31%2B26%2B28%2CdataSource_8-0%3A386&page=Indicator-Overview,"IPUMS, WPP  ",Age composition 
Population ages 60-69 (% of total population),https://pdp.unfpa.org/?data_id=dataSource_8-3%3A6%2B7%2B8%2CdataSource_8-2%3A7%2B6%2B1%2B4%2B5%2B2%2B3%2B8%2B32%2B31%2B26%2B28%2CdataSource_8-0%3A386&page=Indicator-Overview,IPUMS  ,Age composition 
Gender Parity Index (GPI) in percentage of population ages 25+ with university completed,https://pdp.unfpa.org/?data_id=dataSource_8-3%3A6%2B7%2B8%2CdataSource_8-2%3A7%2B6%2B1%2B4%2B5%2B2%2B3%2B8%2B32%2B31%2B26%2B28%2CdataSource_8-0%3A386&page=Indicator-Overview,IPUMS  ,Gender Parity Index 
Population ages 70-79 (% of total population),https://pdp.unfpa.org/?data_id=dataSource_8-3%3A6%2B7%2B8%2CdataSource_8-2%3A7%2B6%2B1%2B4%2B5%2B2%2B3%2B8%2B32%2B31%2B26%2B28%2CdataSource_8-0%3A386&page=Indicator-Overview,IPUMS  ,Age composition 
Population ages 80+ (% of total population),https://pdp.unfpa.org/?data_id=dataSource_8-3%3A6%2B7%2B8%2CdataSource_8-2%3A7%2B6%2B1%2B4%2B5%2B2%2B3%2B8%2B32%2B31%2B26%2B28%2CdataSource_8-0%3A386&page=Indicator-Overview,"IPUMS, WPP  ",Age composition 
Percentage distribution of young men aged 10-24 by place of residence and geographic location,https://pdp.unfpa.org/?data_id=dataSource_8-3%3A6%2B7%2B8%2CdataSource_8-2%3A7%2B6%2B1%2B4%2B5%2B2%2B3%2B8%2B32%2B31%2B26%2B28%2CdataSource_8-0%3A386&page=Indicator-Overview,"AIS, DHS, MIS  ",Demographic 
Percentage distribution of young people aged 10-24 by place of residence and geographic location,https://pdp.unfpa.org/?data_id=dataSource_8-3%3A6%2B7%2B8%2CdataSource_8-2%3A7%2B6%2B1%2B4%2B5%2B2%2B3%2B8%2B32%2B31%2B26%2B28%2CdataSource_8-0%3A386&page=Indicator-Overview,"AIS, DHS, MIS  ",Demographic 
Percentage distribution of young women aged 10-24 by place of residence and geographic location,https://pdp.unfpa.org/?data_id=dataSource_8-3%3A6%2B7%2B8%2CdataSource_8-2%3A7%2B6%2B1%2B4%2B5%2B2%2B3%2B8%2B32%2B31%2B26%2B28%2CdataSource_8-0%3A386&page=Indicator-Overview,"AIS, DHS, MIS  ",Demographic 
Population size,https://pdp.unfpa.org/?data_id=dataSource_8-3%3A6%2B7%2B8%2CdataSource_8-2%3A7%2B6%2B1%2B4%2B5%2B2%2B3%2B8%2B32%2B31%2B26%2B28%2CdataSource_8-0%3A386&page=Indicator-Overview,WPP  ,Demographic 
Population size by 5-year age group,https://pdp.unfpa.org/?data_id=dataSource_8-3%3A6%2B7%2B8%2CdataSource_8-2%3A7%2B6%2B1%2B4%2B5%2B2%2B3%2B8%2B32%2B31%2B26%2B28%2CdataSource_8-0%3A386&page=Indicator-Overview,WPP  ,Demographic 
Population size by 5-year age group,https://pdp.unfpa.org/?data_id=dataSource_8-3%3A6%2B7%2B8%2CdataSource_8-2%3A7%2B6%2B1%2B4%2B5%2B2%2B3%2B8%2B32%2B31%2B26%2B28%2CdataSource_8-0%3A386&page=Indicator-Overview,WPP  ,Demographic 
"Population size, by single year age group",https://pdp.unfpa.org/?data_id=dataSource_8-3%3A6%2B7%2B8%2CdataSource_8-2%3A7%2B6%2B1%2B4%2B5%2B2%2B3%2B8%2B32%2B31%2B26%2B28%2CdataSource_8-0%3A386&page=Indicator-Overview,WPP  ,Demographic 
Proportion of girls and women aged 15-49 years who have undergone female genital mutilation,https://pdp.unfpa.org/?data_id=dataSource_8-3%3A6%2B7%2B8%2CdataSource_8-2%3A7%2B6%2B1%2B4%2B5%2B2%2B3%2B8%2B32%2B31%2B26%2B28%2CdataSource_8-0%3A386&page=Indicator-Overview,"AIS, DHS, SDG  ",Female genital mutilation 
Percentage of girls aged 0 to 14 who have undergone female genital mutilation,https://pdp.unfpa.org/?data_id=dataSource_8-3%3A6%2B7%2B8%2CdataSource_8-2%3A7%2B6%2B1%2B4%2B5%2B2%2B3%2B8%2B32%2B31%2B26%2B28%2CdataSource_8-0%3A386&page=Indicator-Overview,DHS  ,Female genital mutilation 
Percentage of girls aged 0 to 4 who have undergone female genital mutilation,https://pdp.unfpa.org/?data_id=dataSource_8-3%3A6%2B7%2B8%2CdataSource_8-2%3A7%2B6%2B1%2B4%2B5%2B2%2B3%2B8%2B32%2B31%2B26%2B28%2CdataSource_8-0%3A386&page=Indicator-Overview,DHS  ,Female genital mutilation 
Percentage of girls aged 10 to 14 who have undergone female genital mutilation,https://pdp.unfpa.org/?data_id=dataSource_8-3%3A6%2B7%2B8%2CdataSource_8-2%3A7%2B6%2B1%2B4%2B5%2B2%2B3%2B8%2B32%2B31%2B26%2B28%2CdataSource_8-0%3A386&page=Indicator-Overview,DHS  ,Female genital mutilation 
Percentage of girls aged 5 to 9 who have undergone female genital mutilation,https://pdp.unfpa.org/?data_id=dataSource_8-3%3A6%2B7%2B8%2CdataSource_8-2%3A7%2B6%2B1%2B4%2B5%2B2%2B3%2B8%2B32%2B31%2B26%2B28%2CdataSource_8-0%3A386&page=Indicator-Overview,DHS  ,Female genital mutilation 
"Percentage of de jure children age 10-14 whose mother, father or both parents have died",https://pdp.unfpa.org/?data_id=dataSource_8-3%3A6%2B7%2B8%2CdataSource_8-2%3A7%2B6%2B1%2B4%2B5%2B2%2B3%2B8%2B32%2B31%2B26%2B28%2CdataSource_8-0%3A386&page=Indicator-Overview,"AIS, DHS  ",Living arrangement 
Percentage of live births in the three/five years preceding the survey with a caesarean section but the planning status was unknown or missing,https://pdp.unfpa.org/?data_id=dataSource_8-3%3A6%2B7%2B8%2CdataSource_8-2%3A7%2B6%2B1%2B4%2B5%2B2%2B3%2B8%2B32%2B31%2B26%2B28%2CdataSource_8-0%3A386&page=Indicator-Overview,DHS  ,Maternal and newborn health 
Percentage of live births in the five years preceding the survey delivered via caesarean section,https://pdp.unfpa.org/?data_id=dataSource_8-3%3A6%2B7%2B8%2CdataSource_8-2%3A7%2B6%2B1%2B4%2B5%2B2%2B3%2B8%2B32%2B31%2B26%2B28%2CdataSource_8-0%3A386&page=Indicator-Overview,"AIS, DHS  ",Maternal and newborn health 
Percentage of live births in the three years preceding the survey delivered via caesarean section,https://pdp.unfpa.org/?data_id=dataSource_8-3%3A6%2B7%2B8%2CdataSource_8-2%3A7%2B6%2B1%2B4%2B5%2B2%2B3%2B8%2B32%2B31%2B26%2B28%2CdataSource_8-0%3A386&page=Indicator-Overview,"AIS, DHS  ",Maternal and newborn health 
Gender Parity Index (GPI) in percentage of population ages 25+ with university completed,https://pdp.unfpa.org/?data_id=dataSource_8-3%3A6%2B7%2B8%2CdataSource_8-2%3A7%2B6%2B1%2B4%2B5%2B2%2B3%2B8%2B32%2B31%2B26%2B28%2CdataSource_8-0%3A386&page=Indicator-Overview,IPUMS  ,Gender Parity Index 
"Percentage of men aged 15 to 19 who ever had sexual intercourse, regardless of the timing of the last sexual intercourse",https://pdp.unfpa.org/?data_id=dataSource_8-3%3A6%2B7%2B8%2CdataSource_8-2%3A7%2B6%2B1%2B4%2B5%2B2%2B3%2B8%2B32%2B31%2B26%2B28%2CdataSource_8-0%3A386&page=Indicator-Overview,"AIS, DHS  ",Sexual debut 
Proportion of population living alone,https://pdp.unfpa.org/?data_id=dataSource_8-3%3A6%2B7%2B8%2CdataSource_8-2%3A7%2B6%2B1%2B4%2B5%2B2%2B3%2B8%2B32%2B31%2B26%2B28%2CdataSource_8-0%3A386&page=Indicator-Overview,IPUMS  ,Living arrangement 
Proportion of population reporting having personally felt discriminated against or harassed in the previous 12 months on the basis of a ground of discrimination prohibited under international human rights law,https://pdp.unfpa.org/?data_id=dataSource_8-3%3A6%2B7%2B8%2CdataSource_8-2%3A7%2B6%2B1%2B4%2B5%2B2%2B3%2B8%2B32%2B31%2B26%2B28%2CdataSource_8-0%3A386&page=Indicator-Overview,SDG  ,Inequality 
"Proportion of population subjected to physical violence in the previous 12 months, by sex",https://pdp.unfpa.org/?data_id=dataSource_8-3%3A6%2B7%2B8%2CdataSource_8-2%3A7%2B6%2B1%2B4%2B5%2B2%2B3%2B8%2B32%2B31%2B26%2B28%2CdataSource_8-0%3A386&page=Indicator-Overview,SDG  ,Violence against women 
"Proportion of population subjected to robbery in the previous 12 months, by sex",https://pdp.unfpa.org/?data_id=dataSource_8-3%3A6%2B7%2B8%2CdataSource_8-2%3A7%2B6%2B1%2B4%2B5%2B2%2B3%2B8%2B32%2B31%2B26%2B28%2CdataSource_8-0%3A386&page=Indicator-Overview,SDG  ,Violence against women 
"Proportion of population subjected to sexual violence in the previous 12 months, by sex",https://pdp.unfpa.org/?data_id=dataSource_8-3%3A6%2B7%2B8%2CdataSource_8-2%3A7%2B6%2B1%2B4%2B5%2B2%2B3%2B8%2B32%2B31%2B26%2B28%2CdataSource_8-0%3A386&page=Indicator-Overview,SDG  ,Violence against women 
Percentage of women aged 15 to 19 who had their last sexual intercourse within the past 4 weeks,https://pdp.unfpa.org/?data_id=dataSource_8-3%3A6%2B7%2B8%2CdataSource_8-2%3A7%2B6%2B1%2B4%2B5%2B2%2B3%2B8%2B32%2B31%2B26%2B28%2CdataSource_8-0%3A386&page=Indicator-Overview,"AIS, DHS  ",Sexual debut 
"Percentage of women aged 15 to 19 who ever had sexual intercourse, regardless of the timing of the last sexual intercourse",https://pdp.unfpa.org/?data_id=dataSource_8-3%3A6%2B7%2B8%2CdataSource_8-2%3A7%2B6%2B1%2B4%2B5%2B2%2B3%2B8%2B32%2B31%2B26%2B28%2CdataSource_8-0%3A386&page=Indicator-Overview,"AIS, DHS  ",Sexual debut 
"Proportion of youth (aged 15-24 years) not in education, employment or training",https://pdp.unfpa.org/?data_id=dataSource_8-3%3A6%2B7%2B8%2CdataSource_8-2%3A7%2B6%2B1%2B4%2B5%2B2%2B3%2B8%2B32%2B31%2B26%2B28%2CdataSource_8-0%3A386&page=Indicator-Overview,"IPUMS, SDG  ",Employment 
"Rate of females killed by intimate partners or family members, per 100,000 female population",https://pdp.unfpa.org/?data_id=dataSource_8-3%3A6%2B7%2B8%2CdataSource_8-2%3A7%2B6%2B1%2B4%2B5%2B2%2B3%2B8%2B32%2B31%2B26%2B28%2CdataSource_8-0%3A386&page=Indicator-Overview,UNODC  ,Violence against women 
Ratio of literate women to literate men age 15+,https://pdp.unfpa.org/?data_id=dataSource_8-3%3A6%2B7%2B8%2CdataSource_8-2%3A7%2B6%2B1%2B4%2B5%2B2%2B3%2B8%2B32%2B31%2B26%2B28%2CdataSource_8-0%3A386&page=Indicator-Overview,IPUMS  ,Literacy 
Ratio of literate women to literate men age 15-24,https://pdp.unfpa.org/?data_id=dataSource_8-3%3A6%2B7%2B8%2CdataSource_8-2%3A7%2B6%2B1%2B4%2B5%2B2%2B3%2B8%2B32%2B31%2B26%2B28%2CdataSource_8-0%3A386&page=Indicator-Overview,IPUMS  ,Literacy 
Ratio of literate women to literate men age 25-64,https://pdp.unfpa.org/?data_id=dataSource_8-3%3A6%2B7%2B8%2CdataSource_8-2%3A7%2B6%2B1%2B4%2B5%2B2%2B3%2B8%2B32%2B31%2B26%2B28%2CdataSource_8-0%3A386&page=Indicator-Overview,IPUMS  ,Literacy 
Ratio of literate women to literate men age 65+,https://pdp.unfpa.org/?data_id=dataSource_8-3%3A6%2B7%2B8%2CdataSource_8-2%3A7%2B6%2B1%2B4%2B5%2B2%2B3%2B8%2B32%2B31%2B26%2B28%2CdataSource_8-0%3A386&page=Indicator-Overview,IPUMS  ,Literacy 
Ratio of male to female live births,https://pdp.unfpa.org/?data_id=dataSource_8-3%3A6%2B7%2B8%2CdataSource_8-2%3A7%2B6%2B1%2B4%2B5%2B2%2B3%2B8%2B32%2B31%2B26%2B28%2CdataSource_8-0%3A386&page=Indicator-Overview,"IPUMS, WPP  ",Demographic 
"Ratio of males to females by five-year age groups, normalized to 100",https://pdp.unfpa.org/?data_id=dataSource_8-3%3A6%2B7%2B8%2CdataSource_8-2%3A7%2B6%2B1%2B4%2B5%2B2%2B3%2B8%2B32%2B31%2B26%2B28%2CdataSource_8-0%3A386&page=Indicator-Overview,IPUMS  ,Demographic 
"Ratio of males 0-year-olds to females 0-year-olds, normalized to 100",https://pdp.unfpa.org/?data_id=dataSource_8-3%3A6%2B7%2B8%2CdataSource_8-2%3A7%2B6%2B1%2B4%2B5%2B2%2B3%2B8%2B32%2B31%2B26%2B28%2CdataSource_8-0%3A386&page=Indicator-Overview,IPUMS  ,Demographic 
"Extent to which countries have laws and regulations that guarantee full and equal access to women and men aged 15 years and older to sexual and reproductive health care, information and education",https://pdp.unfpa.org/?data_id=dataSource_8-3%3A6%2B7%2B8%2CdataSource_8-2%3A7%2B6%2B1%2B4%2B5%2B2%2B3%2B8%2B32%2B31%2B26%2B28%2CdataSource_8-0%3A386&page=Indicator-Overview,SDG  ,Bodily autonomy 
Gender Parity Index (GPI) in percentage of population ages 25+ with university completed,https://pdp.unfpa.org/?data_id=dataSource_8-3%3A6%2B7%2B8%2CdataSource_8-2%3A7%2B6%2B1%2B4%2B5%2B2%2B3%2B8%2B32%2B31%2B26%2B28%2CdataSource_8-0%3A386&page=Indicator-Overview,IPUMS  ,Gender Parity Index 
"Extent to which countries have laws and regulations that guarantee full and equal access to women and men aged 15 years and older to sexual and reproductive health care, information and education: Section 2: Contraceptive Services",https://pdp.unfpa.org/?data_id=dataSource_8-3%3A6%2B7%2B8%2CdataSource_8-2%3A7%2B6%2B1%2B4%2B5%2B2%2B3%2B8%2B32%2B31%2B26%2B28%2CdataSource_8-0%3A386&page=Indicator-Overview,SDG  ,Bodily autonomy 
"Extent to which countries have laws and regulations that guarantee full and equal access to women and men aged 15 years and older to sexual and reproductive health care, information and education: Section 3: Sexuality Education",https://pdp.unfpa.org/?data_id=dataSource_8-3%3A6%2B7%2B8%2CdataSource_8-2%3A7%2B6%2B1%2B4%2B5%2B2%2B3%2B8%2B32%2B31%2B26%2B28%2CdataSource_8-0%3A386&page=Indicator-Overview,SDG  ,Bodily autonomy 
Singulate mean age at marriage/union,https://pdp.unfpa.org/?data_id=dataSource_8-3%3A6%2B7%2B8%2CdataSource_8-2%3A7%2B6%2B1%2B4%2B5%2B2%2B3%2B8%2B32%2B31%2B26%2B28%2CdataSource_8-0%3A386&page=Indicator-Overview,IPUMS  ,Child marriage 
Total fertility rate for age group 15-49 expressed per woman,https://pdp.unfpa.org/?data_id=dataSource_8-3%3A6%2B7%2B8%2CdataSource_8-2%3A7%2B6%2B1%2B4%2B5%2B2%2B3%2B8%2B32%2B31%2B26%2B28%2CdataSource_8-0%3A386&page=Indicator-Overview,"IPUMS, WPP  ",Fertility 
Total number of international migrants (foreign-born) as a percentage of total population,https://pdp.unfpa.org/?data_id=dataSource_8-3%3A6%2B7%2B8%2CdataSource_8-2%3A7%2B6%2B1%2B4%2B5%2B2%2B3%2B8%2B32%2B31%2B26%2B28%2CdataSource_8-0%3A386&page=Indicator-Overview,IPUMS  ,Migration 
Total wanted fertility rate for age group 15-49 expressed per woman,https://pdp.unfpa.org/?data_id=dataSource_8-3%3A6%2B7%2B8%2CdataSource_8-2%3A7%2B6%2B1%2B4%2B5%2B2%2B3%2B8%2B32%2B31%2B26%2B28%2CdataSource_8-0%3A386&page=Indicator-Overview,DHS  ,Fertility 
"Percent distribution of women age 15 to 49 that have undergone female genital mutilation, cut and had flesh removed",https://pdp.unfpa.org/?data_id=dataSource_8-3%3A6%2B7%2B8%2CdataSource_8-2%3A7%2B6%2B1%2B4%2B5%2B2%2B3%2B8%2B32%2B31%2B26%2B28%2CdataSource_8-0%3A386&page=Indicator-Overview,DHS  ,Female genital mutilation 
"Percent distribution of women age 15 to 49 that have undergone female genital mutilation, cut but no flesh was removed",https://pdp.unfpa.org/?data_id=dataSource_8-3%3A6%2B7%2B8%2CdataSource_8-2%3A7%2B6%2B1%2B4%2B5%2B2%2B3%2B8%2B32%2B31%2B26%2B28%2CdataSource_8-0%3A386&page=Indicator-Overview,DHS  ,Female genital mutilation 
"Percent distribution of women age 15 to 49 that have undergone female genital mutilation, sewn closed",https://pdp.unfpa.org/?data_id=dataSource_8-3%3A6%2B7%2B8%2CdataSource_8-2%3A7%2B6%2B1%2B4%2B5%2B2%2B3%2B8%2B32%2B31%2B26%2B28%2CdataSource_8-0%3A386&page=Indicator-Overview,DHS  ,Female genital mutilation 
"Average coverage of essential services based on tracer interventions that include reproductive, maternal, newborn and child health, infectious diseases, non-communicable diseases and service capacity and access, among the general and the most disadvantaged population",https://pdp.unfpa.org/?data_id=dataSource_8-3%3A6%2B7%2B8%2CdataSource_8-2%3A7%2B6%2B1%2B4%2B5%2B2%2B3%2B8%2B32%2B31%2B26%2B28%2CdataSource_8-0%3A386&page=Indicator-Overview,SDG  ,Maternal and newborn health 
Percentage of all women aged 15 to 49 who want to stop childbearing but are not using any method of contraception,https://pdp.unfpa.org/?data_id=dataSource_8-3%3A6%2B7%2B8%2CdataSource_8-2%3A7%2B6%2B1%2B4%2B5%2B2%2B3%2B8%2B32%2B31%2B26%2B28%2CdataSource_8-0%3A386&page=Indicator-Overview,"AIS, DHS  ",Unmet need 
Percentage of all women aged 15 to 24 who want to stop childbearing but are not using any method of contraception,https://pdp.unfpa.org/?data_id=dataSource_8-3%3A6%2B7%2B8%2CdataSource_8-2%3A7%2B6%2B1%2B4%2B5%2B2%2B3%2B8%2B32%2B31%2B26%2B28%2CdataSource_8-0%3A386&page=Indicator-Overview,"AIS, DHS  ",Unmet need 
Percentage of currently married or in union women aged 15 to 49 who want to stop childbearing but are not using any method of contraception,https://pdp.unfpa.org/?data_id=dataSource_8-3%3A6%2B7%2B8%2CdataSource_8-2%3A7%2B6%2B1%2B4%2B5%2B2%2B3%2B8%2B32%2B31%2B26%2B28%2CdataSource_8-0%3A386&page=Indicator-Overview,"AIS, DHS  ",Unmet need 
Percentage of currently married or in union women aged 15 to 24 who want to stop childbearing but are not using any method of contraception,https://pdp.unfpa.org/?data_id=dataSource_8-3%3A6%2B7%2B8%2CdataSource_8-2%3A7%2B6%2B1%2B4%2B5%2B2%2B3%2B8%2B32%2B31%2B26%2B28%2CdataSource_8-0%3A386&page=Indicator-Overview,"AIS, DHS  ",Unmet need 
Percentage of sexually active unmarried women aged 15 to 49 who want to stop childbearing but are not using any method of contraception,https://pdp.unfpa.org/?data_id=dataSource_8-3%3A6%2B7%2B8%2CdataSource_8-2%3A7%2B6%2B1%2B4%2B5%2B2%2B3%2B8%2B32%2B31%2B26%2B28%2CdataSource_8-0%3A386&page=Indicator-Overview,"AIS, DHS  ",Unmet need 
Percentage of sexually active unmarried women aged 15 to 24 who want to stop childbearing but are not using any method of contraception,https://pdp.unfpa.org/?data_id=dataSource_8-3%3A6%2B7%2B8%2CdataSource_8-2%3A7%2B6%2B1%2B4%2B5%2B2%2B3%2B8%2B32%2B31%2B26%2B28%2CdataSource_8-0%3A386&page=Indicator-Overview,"AIS, DHS  ",Unmet need 
Percentage of all women aged 15 to 49 with an unmet need for modern methods for limiting,https://pdp.unfpa.org/?data_id=dataSource_8-3%3A6%2B7%2B8%2CdataSource_8-2%3A7%2B6%2B1%2B4%2B5%2B2%2B3%2B8%2B32%2B31%2B26%2B28%2CdataSource_8-0%3A386&page=Indicator-Overview,"AIS, DHS  ",Unmet need 
Percentage of all women aged 15 to 24 who want to stop childbearing but are not using any modern method of contraception,https://pdp.unfpa.org/?data_id=dataSource_8-3%3A6%2B7%2B8%2CdataSource_8-2%3A7%2B6%2B1%2B4%2B5%2B2%2B3%2B8%2B32%2B31%2B26%2B28%2CdataSource_8-0%3A386&page=Indicator-Overview,"AIS, DHS  ",Unmet need 
Gender Parity Index (GPI) in percentage of population ages 25+ with university completed,https://pdp.unfpa.org/?data_id=dataSource_8-3%3A6%2B7%2B8%2CdataSource_8-2%3A7%2B6%2B1%2B4%2B5%2B2%2B3%2B8%2B32%2B31%2B26%2B28%2CdataSource_8-0%3A386&page=Indicator-Overview,IPUMS  ,Gender Parity Index 
Percentage of sexually active unmarried women aged 15 to 49 with an unmet need for modern methods for limiting,https://pdp.unfpa.org/?data_id=dataSource_8-3%3A6%2B7%2B8%2CdataSource_8-2%3A7%2B6%2B1%2B4%2B5%2B2%2B3%2B8%2B32%2B31%2B26%2B28%2CdataSource_8-0%3A386&page=Indicator-Overview,"AIS, DHS  ",Unmet need 
